location,timestamp,pm10_ug_m3,pm2_5_ug_m3,carbon_monoxide_ug_m3
City Center,2025-07-27T00:00,4.7,3.1,190.0
City Center,2025-07-27T01:00,4.5,2.9,156.0
City Center,2025-07-27T02:00,4.7,2.8,132.0
City Center,2025-07-27T03:00,6.5,3.2,115.0
City Center,2025-07-27T04:00,10.9,4.9,109.0
City Center,2025-07-27T05:00,3.7,2.4,139.0
City Center,2025-07-27T06:00,4.4,2.8,248.0
City Center,2025-07-27T07:00,4.6,3.4,394.0
City Center,2025-07-27T08:00,6.3,4.8,472.0
City Center,2025-07-27T09:00,9.2,5.6,418.0
City Center,2025-07-27T10:00,12.5,7.0,297.0
City Center,2025-07-27T11:00,13.3,7.3,203.0
City Center,2025-07-27T12:00,16.8,8.2,170.0
City Center,2025-07-27T13:00,18.0,8.4,165.0
City Center,2025-07-27T14:00,15.8,8.1,179.0
City Center,2025-07-27T15:00,14.3,7.1,224.0
City Center,2025-07-27T16:00,12.0,6.4,288.0
City Center,2025-07-27T17:00,14.7,8.1,330.0
City Center,2025-07-27T18:00,15.2,9.6,328.0
City Center,2025-07-27T19:00,16.2,10.5,305.0
City Center,2025-07-27T20:00,15.6,10.4,281.0
City Center,2025-07-27T21:00,14.5,9.9,267.0
City Center,2025-07-27T22:00,13.7,9.5,254.0
City Center,2025-07-27T23:00,12.3,8.6,234.0
City Center,2025-07-28T00:00,9.7,6.8,199.0
City Center,2025-07-28T01:00,8.3,5.7,158.0
City Center,2025-07-28T02:00,8.5,5.5,129.0
City Center,2025-07-28T03:00,9.2,5.7,118.0
City Center,2025-07-28T04:00,9.7,6.0,121.0
City Center,2025-07-28T05:00,8.1,5.4,140.0
City Center,2025-07-28T06:00,9.4,5.7,193.0
City Center,2025-07-28T07:00,8.2,5.6,264.0
City Center,2025-07-28T08:00,6.7,5.0,305.0
City Center,2025-07-28T09:00,5.2,3.8,286.0
City Center,2025-07-28T10:00,7.4,4.3,238.0
City Center,2025-07-28T11:00,9.5,4.9,203.0
City Center,2025-07-28T12:00,11.0,5.2,195.0
City Center,2025-07-28T13:00,12.4,5.7,200.0
City Center,2025-07-28T14:00,14.2,6.0,218.0
City Center,2025-07-28T15:00,14.1,6.2,257.0
City Center,2025-07-28T16:00,15.3,6.4,308.0
City Center,2025-07-28T17:00,23.7,9.8,346.0
City Center,2025-07-28T18:00,22.3,11.1,360.0
City Center,2025-07-28T19:00,20.3,11.4,360.0
City Center,2025-07-28T20:00,18.6,11.0,350.0
City Center,2025-07-28T21:00,17.9,10.6,330.0
City Center,2025-07-28T22:00,17.7,10.7,300.0
City Center,2025-07-28T23:00,17.1,10.4,265.0
City Center,2025-07-29T00:00,15.5,9.5,221.0
City Center,2025-07-29T01:00,13.8,8.6,172.0
City Center,2025-07-29T02:00,12.1,7.7,139.0
City Center,2025-07-29T03:00,10.4,6.7,127.0
City Center,2025-07-29T04:00,9.1,6.0,130.0
City Center,2025-07-29T05:00,6.0,4.0,155.0
City Center,2025-07-29T06:00,5.9,3.9,226.0
City Center,2025-07-29T07:00,7.0,5.1,318.0
City Center,2025-07-29T08:00,7.0,5.3,367.0
City Center,2025-07-29T09:00,11.2,6.1,328.0
City Center,2025-07-29T10:00,7.1,4.4,246.0
City Center,2025-07-29T11:00,7.7,4.6,186.0
City Center,2025-07-29T12:00,13.6,5.7,172.0
City Center,2025-07-29T13:00,7.2,3.9,181.0
City Center,2025-07-29T14:00,7.5,3.8,202.0
City Center,2025-07-29T15:00,7.7,3.7,244.0
City Center,2025-07-29T16:00,6.0,3.3,299.0
City Center,2025-07-29T17:00,8.9,5.3,333.0
City Center,2025-07-29T18:00,8.8,6.4,328.0
City Center,2025-07-29T19:00,9.6,7.1,303.0
City Center,2025-07-29T20:00,10.4,7.4,281.0
City Center,2025-07-29T21:00,10.7,7.4,274.0
City Center,2025-07-29T22:00,10.7,7.3,270.0
City Center,2025-07-29T23:00,9.9,6.7,257.0
City Center,2025-07-30T00:00,8.1,5.4,222.0
City Center,2025-07-30T01:00,6.9,4.5,178.0
City Center,2025-07-30T02:00,6.8,4.2,147.0
City Center,2025-07-30T03:00,6.6,4.0,136.0
City Center,2025-07-30T04:00,6.0,3.6,137.0
City Center,2025-07-30T05:00,4.5,2.9,152.0
City Center,2025-07-30T06:00,4.7,3.0,191.0
City Center,2025-07-30T07:00,5.7,4.1,242.0
City Center,2025-07-30T08:00,5.5,4.0,273.0
City Center,2025-07-30T09:00,6.7,4.4,262.0
City Center,2025-07-30T10:00,10.0,5.0,231.0
City Center,2025-07-30T11:00,9.7,4.8,208.0
City Center,2025-07-30T12:00,12.5,5.2,201.0
City Center,2025-07-30T13:00,17.0,6.2,202.0
City Center,2025-07-30T14:00,19.0,6.9,219.0
City Center,2025-07-30T15:00,19.6,7.1,268.0
City Center,2025-07-30T16:00,16.4,6.6,333.0
City Center,2025-07-30T17:00,29.6,12.0,378.0
City Center,2025-07-30T18:00,28.3,12.7,385.0
City Center,2025-07-30T19:00,25.3,12.8,371.0
City Center,2025-07-30T20:00,24.4,12.7,352.0
City Center,2025-07-30T21:00,18.0,10.9,333.0
City Center,2025-07-30T22:00,15.8,10.2,310.0
City Center,2025-07-30T23:00,13.7,9.2,280.0
City Center,2025-07-31T00:00,16.5,9.2,238.0
City Center,2025-07-31T01:00,10.0,6.6,189.0
City Center,2025-07-31T02:00,8.3,5.6,156.0
City Center,2025-07-31T03:00,7.4,5.0,143.0
City Center,2025-07-31T04:00,6.4,4.4,145.0
City Center,2025-07-31T05:00,5.5,4.1,166.0
City Center,2025-07-31T06:00,5.3,4.0,226.0
City Center,2025-07-31T07:00,7.7,4.4,306.0
City Center,2025-07-31T08:00,10.3,5.7,351.0
City Center,2025-07-31T09:00,16.6,7.3,326.0
City Center,2025-07-31T10:00,19.3,7.9,267.0
City Center,2025-07-31T11:00,18.5,8.0,225.0
City Center,2025-07-31T12:00,19.8,8.2,217.0
City Center,2025-07-31T13:00,22.5,8.8,226.0
City Center,2025-07-31T14:00,29.0,10.4,252.0
City Center,2025-07-31T15:00,34.5,12.7,305.0
City Center,2025-07-31T16:00,25.9,11.5,375.0
City Center,2025-07-31T17:00,24.7,12.3,426.0
City Center,2025-07-31T18:00,24.2,13.9,447.0
City Center,2025-07-31T19:00,25.0,15.3,451.0
City Center,2025-07-31T20:00,24.7,16.4,438.0
City Center,2025-07-31T21:00,22.8,15.9,405.0
City Center,2025-07-31T22:00,20.7,15.0,356.0
City Center,2025-07-31T23:00,19.2,13.5,307.0
City Center,2025-08-01T00:00,18.6,11.9,257.0
City Center,2025-08-01T01:00,19.6,11.0,207.0
City Center,2025-08-01T02:00,21.2,10.8,176.0
City Center,2025-08-01T03:00,21.8,10.7,173.0
City Center,2025-08-01T04:00,21.2,10.4,188.0
City Center,2025-08-01T05:00,16.6,8.9,216.0
City Center,2025-08-01T06:00,14.0,7.9,266.0
City Center,2025-08-01T07:00,14.8,7.7,328.0
City Center,2025-08-01T08:00,19.4,9.1,362.0
City Center,2025-08-01T09:00,21.8,9.1,341.0
City Center,2025-08-01T10:00,26.0,10.0,293.0
City Center,2025-08-01T11:00,25.7,10.5,256.0
City Center,2025-08-01T12:00,26.0,10.9,242.0
City Center,2025-08-01T13:00,24.2,9.8,240.0
City Center,2025-08-01T14:00,21.7,9.0,256.0
City Center,2025-08-01T15:00,20.2,8.9,290.0
City Center,2025-08-01T16:00,20.4,9.2,341.0
City Center,2025-08-01T17:00,33.5,15.9,414.0
City Center,2025-08-01T18:00,33.2,19.1,539.0
City Center,2025-08-01T19:00,31.2,19.9,686.0
City Center,2025-08-01T20:00,27.6,18.3,771.0
City Center,2025-08-01T21:00,23.3,15.3,750.0
City Center,2025-08-01T22:00,22.1,14.1,666.0
City Center,2025-08-01T23:00,23.0,14.3,567.0
City Center,2025-08-02T00:00,23.3,13.8,449.0
City Center,2025-08-02T01:00,22.9,13.3,316.0
City Center,2025-08-02T02:00,22.2,13.0,222.0
City Center,2025-08-02T03:00,20.7,12.3,195.0
City Center,2025-08-02T04:00,19.5,11.8,208.0
City Center,2025-08-02T05:00,21.1,12.9,233.0
City Center,2025-08-02T06:00,19.7,12.7,275.0
City Center,2025-08-02T07:00,19.3,12.2,330.0
City Center,2025-08-02T08:00,17.2,11.3,358.0
City Center,2025-08-02T09:00,17.0,10.0,334.0
City Center,2025-08-02T10:00,20.7,9.7,283.0
City Center,2025-08-02T11:00,24.0,10.4,248.0
City Center,2025-08-02T12:00,27.2,11.5,242.0
City Center,2025-08-02T13:00,31.1,13.0,252.0
City Center,2025-08-02T14:00,27.1,11.2,275.0
City Center,2025-08-02T15:00,31.7,13.4,321.0
City Center,2025-08-02T16:00,33.6,15.0,380.0
City Center,2025-08-02T17:00,31.2,15.8,422.0
City Center,2025-08-02T18:00,24.9,15.0,430.0
City Center,2025-08-02T19:00,23.2,16.3,422.0
City Center,2025-08-02T20:00,22.4,16.8,413.0
City Center,2025-08-02T21:00,19.3,14.6,417.0
City Center,2025-08-02T22:00,18.0,13.6,422.0
City Center,2025-08-02T23:00,19.1,14.9,406.0
City Center,2025-08-03T00:00,18.0,14.1,351.0
City Center,2025-08-03T01:00,15.1,12.0,276.0
City Center,2025-08-03T02:00,12.7,10.4,219.0
City Center,2025-08-03T03:00,10.9,9.2,191.0
City Center,2025-08-03T04:00,9.6,8.3,180.0
City Center,2025-08-03T05:00,5.4,5.4,190.0
City Center,2025-08-03T06:00,4.1,4.1,237.0
City Center,2025-08-03T07:00,5.0,4.7,306.0
City Center,2025-08-03T08:00,7.3,6.5,350.0
City Center,2025-08-03T09:00,9.7,7.3,342.0
City Center,2025-08-03T10:00,9.3,6.7,310.0
City Center,2025-08-03T11:00,10.4,7.4,291.0
City Center,2025-08-03T12:00,9.4,6.7,285.0
City Center,2025-08-03T13:00,10.7,7.6,292.0
City Center,2025-08-03T14:00,15.3,10.8,349.0
City Center,2025-08-03T15:00,17.5,13.5,516.0
City Center,2025-08-03T16:00,17.9,14.0,733.0
City Center,2025-08-03T17:00,26.8,18.6,862.0
City Center,2025-08-03T18:00,48.7,41.1,821.0
City Center,2025-08-03T19:00,61.9,54.4,693.0
City Center,2025-08-03T20:00,63.8,56.0,583.0
City Center,2025-08-03T21:00,40.0,34.3,539.0
City Center,2025-08-03T22:00,33.3,28.1,513.0
City Center,2025-08-03T23:00,31.7,25.8,473.0
City Center,2025-08-04T00:00,28.6,22.5,394.0
City Center,2025-08-04T01:00,22.6,17.3,301.0
City Center,2025-08-04T02:00,17.9,13.6,236.0
City Center,2025-08-04T03:00,15.3,11.9,214.0
City Center,2025-08-04T04:00,12.9,10.4,219.0
City Center,2025-08-04T05:00,11.2,9.4,245.0
City Center,2025-08-04T06:00,11.4,9.8,309.0
City Center,2025-08-04T07:00,11.3,9.7,393.0
City Center,2025-08-04T08:00,10.5,9.2,436.0
City Center,2025-08-04T09:00,9.5,7.9,395.0
City Center,2025-08-04T10:00,10.0,7.9,312.0
City Center,2025-08-04T11:00,11.3,8.8,251.0
City Center,2025-08-04T12:00,13.5,10.3,234.0
City Center,2025-08-04T13:00,16.0,12.1,239.0
City Center,2025-08-04T14:00,15.3,11.6,268.0
City Center,2025-08-04T15:00,16.4,12.4,324.0
City Center,2025-08-04T16:00,16.6,12.3,404.0
City Center,2025-08-04T17:00,25.8,20.1,497.0
City Center,2025-08-04T18:00,32.8,27.4,626.0
City Center,2025-08-04T19:00,49.4,44.2,769.0
City Center,2025-08-04T20:00,55.8,50.9,847.0
City Center,2025-08-04T21:00,48.2,43.7,820.0
City Center,2025-08-04T22:00,40.7,36.2,729.0
City Center,2025-08-04T23:00,38.2,34.0,621.0
City Center,2025-08-05T00:00,32.8,29.0,491.0
City Center,2025-08-05T01:00,28.1,24.3,344.0
City Center,2025-08-05T02:00,26.2,22.6,246.0
City Center,2025-08-05T03:00,21.2,17.8,225.0
City Center,2025-08-05T04:00,16.4,13.7,254.0
City Center,2025-08-05T05:00,26.5,24.4,308.0
City Center,2025-08-05T06:00,23.2,21.3,405.0
City Center,2025-08-05T07:00,19.0,17.1,529.0
City Center,2025-08-05T08:00,14.8,13.2,608.0
City Center,2025-08-05T09:00,13.4,12.0,601.0
City Center,2025-08-05T10:00,13.6,12.1,550.0
City Center,2025-08-05T11:00,14.0,11.6,510.0
City Center,2025-08-05T12:00,25.6,17.9,485.0
City Center,2025-08-05T13:00,29.3,19.6,470.0
City Center,2025-08-05T14:00,38.9,25.4,506.0
City Center,2025-08-05T15:00,35.5,23.6,644.0
City Center,2025-08-05T16:00,32.6,22.4,833.0
City Center,2025-08-05T17:00,18.4,14.9,962.0
City Center,2025-08-05T18:00,17.1,14.2,978.0
City Center,2025-08-05T19:00,15.6,13.8,934.0
City Center,2025-08-05T20:00,12.5,11.8,878.0
City Center,2025-08-05T21:00,8.0,7.9,829.0
City Center,2025-08-05T22:00,6.6,6.5,768.0
City Center,2025-08-05T23:00,5.8,5.7,684.0
City Center,2025-08-06T00:00,4.9,4.8,549.0
City Center,2025-08-06T01:00,4.6,4.5,391.0
City Center,2025-08-06T02:00,4.5,4.5,279.0
City Center,2025-08-06T03:00,4.2,4.1,247.0
City Center,2025-08-06T04:00,4.1,3.9,262.0
City Center,2025-08-06T05:00,3.8,3.8,296.0
City Center,2025-08-06T06:00,4.4,4.3,359.0
City Center,2025-08-06T07:00,3.9,3.6,441.0
City Center,2025-08-06T08:00,5.0,4.7,483.0
City Center,2025-08-06T09:00,4.9,4.4,445.0
City Center,2025-08-06T10:00,4.9,4.4,368.0
City Center,2025-08-06T11:00,5.0,4.5,311.0
City Center,2025-08-06T12:00,5.0,4.5,291.0
City Center,2025-08-06T13:00,5.2,4.7,293.0
City Center,2025-08-06T14:00,5.1,4.6,328.0
City Center,2025-08-06T15:00,5.3,4.7,417.0
City Center,2025-08-06T16:00,8.3,7.8,540.0
City Center,2025-08-06T17:00,7.1,7.0,653.0
City Center,2025-08-06T18:00,13.4,13.3,759.0
City Center,2025-08-06T19:00,13.9,13.9,855.0
City Center,2025-08-06T20:00,12.2,12.2,888.0
City Center,2025-08-06T21:00,11.8,11.8,819.0
City Center,2025-08-06T22:00,12.6,12.6,686.0
City Center,2025-08-06T23:00,13.3,13.2,558.0
City Center,2025-08-07T00:00,11.3,11.3,443.0
City Center,2025-08-07T01:00,10.0,9.9,333.0
City Center,2025-08-07T02:00,9.1,9.0,262.0
City Center,2025-08-07T03:00,8.7,8.5,247.0
City Center,2025-08-07T04:00,8.9,8.7,273.0
City Center,2025-08-07T05:00,9.6,9.4,329.0
City Center,2025-08-07T06:00,10.6,10.4,449.0
City Center,2025-08-07T07:00,9.8,9.7,600.0
City Center,2025-08-07T08:00,8.4,8.3,675.0
City Center,2025-08-07T09:00,7.8,7.7,600.0
City Center,2025-08-07T10:00,7.5,7.3,449.0
City Center,2025-08-07T11:00,8.1,7.9,337.0
City Center,2025-08-07T12:00,7.7,7.5,308.0
City Center,2025-08-07T13:00,7.9,7.7,319.0
City Center,2025-08-07T14:00,7.5,7.2,354.0
City Center,2025-08-07T15:00,7.5,7.2,377.0
City Center,2025-08-07T16:00,10.4,10.1,423.0
City Center,2025-08-07T17:00,3.9,3.9,586.0
City Center,2025-08-07T18:00,7.8,7.5,1004.0
City Center,2025-08-07T19:00,10.4,10.0,1537.0
City Center,2025-08-07T20:00,10.5,10.1,1862.0
City Center,2025-08-07T21:00,11.4,10.9,1815.0
City Center,2025-08-07T22:00,12.4,11.7,1560.0
City Center,2025-08-07T23:00,12.7,11.9,1257.0
City Center,2025-08-08T00:00,12.8,11.8,906.0
City Center,2025-08-08T01:00,13.1,12.0,509.0
City Center,2025-08-08T02:00,13.2,11.8,231.0
City Center,2025-08-08T03:00,13.2,11.4,145.0
City Center,2025-08-08T04:00,12.9,10.6,179.0
City Center,2025-08-08T05:00,6.1,6.0,280.0
City Center,2025-08-08T06:00,5.8,5.6,498.0
City Center,2025-08-08T07:00,6.5,6.4,782.0
City Center,2025-08-08T08:00,7.7,7.7,932.0
City Center,2025-08-08T09:00,7.6,7.5,814.0
City Center,2025-08-08T10:00,6.9,6.7,560.0
City Center,2025-08-08T11:00,7.3,7.1,367.0
City Center,2025-08-08T12:00,8.2,7.9,297.0
City Center,2025-08-08T13:00,9.1,8.8,288.0
City Center,2025-08-08T14:00,9.3,9.0,343.0
City Center,2025-08-08T15:00,10.0,9.6,500.0
City Center,2025-08-08T16:00,15.6,15.0,721.0
City Center,2025-08-08T17:00,15.2,14.4,898.0
City Center,2025-08-08T18:00,24.1,23.3,987.0
City Center,2025-08-08T19:00,37.3,36.6,1031.0
City Center,2025-08-08T20:00,26.5,25.8,1055.0
City Center,2025-08-08T21:00,18.1,17.2,1076.0
City Center,2025-08-08T22:00,19.7,18.5,1078.0
City Center,2025-08-08T23:00,23.1,21.7,1029.0
City Center,2025-08-09T00:00,23.4,21.8,894.0
City Center,2025-08-09T01:00,20.8,19.3,709.0
City Center,2025-08-09T02:00,18.2,16.8,556.0
City Center,2025-08-09T03:00,16.9,15.5,454.0
City Center,2025-08-09T04:00,16.2,14.7,385.0
City Center,2025-08-09T05:00,18.9,16.9,370.0
City Center,2025-08-09T06:00,19.2,17.3,460.0
City Center,2025-08-09T07:00,16.3,14.6,605.0
City Center,2025-08-09T08:00,14.9,13.5,681.0
City Center,2025-08-09T09:00,8.4,7.5,612.0
City Center,2025-08-09T10:00,7.9,7.2,474.0
City Center,2025-08-09T11:00,7.2,6.7,365.0
City Center,2025-08-09T12:00,6.8,6.2,308.0
City Center,2025-08-09T13:00,6.6,5.9,281.0
City Center,2025-08-09T14:00,7.3,6.4,311.0
City Center,2025-08-09T15:00,8.3,7.4,421.0
City Center,2025-08-09T16:00,8.3,7.4,588.0
City Center,2025-08-09T17:00,18.3,14.6,773.0
City Center,2025-08-09T18:00,21.1,18.2,1014.0
City Center,2025-08-09T19:00,22.6,19.8,1272.0
City Center,2025-08-09T20:00,23.3,20.6,1389.0
City Center,2025-08-09T21:00,21.0,18.1,1258.0
City Center,2025-08-09T22:00,19.8,17.3,987.0
City Center,2025-08-09T23:00,19.0,16.6,740.0
City Center,2025-08-10T00:00,17.3,14.9,564.0
City Center,2025-08-10T01:00,15.9,13.4,412.0
City Center,2025-08-10T02:00,14.7,12.2,309.0
City Center,2025-08-10T03:00,13.9,11.6,269.0
City Center,2025-08-10T04:00,13.2,11.4,279.0
City Center,2025-08-10T05:00,12.9,10.9,320.0
City Center,2025-08-10T06:00,11.6,9.5,420.0
City Center,2025-08-10T07:00,12.8,9.9,552.0
City Center,2025-08-10T08:00,13.2,9.4,618.0
City Center,2025-08-10T09:00,15.3,9.3,552.0
City Center,2025-08-10T10:00,17.3,9.6,421.0
City Center,2025-08-10T11:00,16.8,9.3,321.0
City Center,2025-08-10T12:00,15.4,8.8,274.0
City Center,2025-08-10T13:00,14.2,8.4,258.0
City Center,2025-08-10T14:00,13.3,8.1,311.0
City Center,2025-08-10T15:00,12.5,8.3,492.0
City Center,2025-08-10T16:00,12.0,9.6,741.0
City Center,2025-08-10T17:00,18.2,14.9,914.0
City Center,2025-08-10T18:00,19.6,17.1,948.0
City Center,2025-08-10T19:00,18.7,16.3,907.0
City Center,2025-08-10T20:00,18.4,16.2,837.0
City Center,2025-08-10T21:00,17.9,15.9,741.0
City Center,2025-08-10T22:00,17.6,15.4,617.0
City Center,2025-08-10T23:00,16.1,14.0,500.0
City Center,2025-08-11T00:00,14.2,12.2,395.0
City Center,2025-08-11T01:00,13.3,11.0,297.0
City Center,2025-08-11T02:00,12.9,10.2,232.0
City Center,2025-08-11T03:00,12.4,9.2,212.0
City Center,2025-08-11T04:00,12.4,8.7,225.0
City Center,2025-08-11T05:00,13.5,10.6,261.0
City Center,2025-08-11T06:00,15.8,11.6,342.0
City Center,2025-08-11T07:00,18.3,12.8,447.0
City Center,2025-08-11T08:00,16.9,11.3,498.0
City Center,2025-08-11T09:00,16.1,10.1,439.0
City Center,2025-08-11T10:00,14.5,9.1,326.0
City Center,2025-08-11T11:00,13.8,9.0,255.0
City Center,2025-08-11T12:00,13.0,8.7,270.0
City Center,2025-08-11T13:00,12.2,8.2,326.0
City Center,2025-08-11T14:00,11.6,7.7,381.0
City Center,2025-08-11T15:00,11.8,7.8,420.0
City Center,2025-08-11T16:00,10.3,7.9,459.0
City Center,2025-08-11T17:00,16.8,14.3,504.0
City Center,2025-08-11T18:00,14.4,12.9,577.0
City Center,2025-08-11T19:00,13.6,12.5,657.0
City Center,2025-08-11T20:00,12.5,11.4,686.0
City Center,2025-08-11T21:00,11.1,10.2,628.0
City Center,2025-08-11T22:00,9.7,8.8,519.0
City Center,2025-08-11T23:00,8.4,7.6,417.0
City Center,2025-08-12T00:00,7.4,6.6,335.0
City Center,2025-08-12T01:00,6.8,6.0,260.0
City Center,2025-08-12T02:00,6.3,5.5,208.0
City Center,2025-08-12T03:00,5.8,5.0,189.0
City Center,2025-08-12T04:00,5.6,4.7,194.0
City Center,2025-08-12T05:00,4.9,4.2,214.0
City Center,2025-08-12T06:00,5.7,4.8,263.0
City Center,2025-08-12T07:00,7.7,6.2,327.0
City Center,2025-08-12T08:00,9.5,7.7,361.0
City Center,2025-08-12T09:00,10.0,7.5,333.0
City Center,2025-08-12T10:00,10.7,7.3,275.0
City Center,2025-08-12T11:00,12.3,7.5,236.0
City Center,2025-08-12T12:00,13.6,9.0,227.0
City Center,2025-08-12T13:00,13.5,8.4,237.0
City Center,2025-08-12T14:00,13.3,8.6,279.0
City Center,2025-08-12T15:00,13.8,9.0,386.0
City Center,2025-08-12T16:00,15.3,9.6,526.0
City Center,2025-08-12T17:00,17.8,15.5,616.0
City Center,2025-08-12T18:00,16.9,15.1,615.0
City Center,2025-08-12T19:00,14.0,12.6,564.0
City Center,2025-08-12T20:00,10.7,9.7,508.0
City Center,2025-08-12T21:00,8.9,8.2,462.0
City Center,2025-08-12T22:00,7.6,7.1,411.0
City Center,2025-08-12T23:00,6.8,6.4,357.0
City Center,2025-08-13T00:00,5.3,5.1,292.0
City Center,2025-08-13T01:00,4.0,3.8,223.0
City Center,2025-08-13T02:00,3.6,3.2,177.0
City Center,2025-08-13T03:00,3.6,3.1,153.0
City Center,2025-08-13T04:00,3.2,2.8,151.0
City Center,2025-08-13T05:00,4.2,3.6,201.0
City Center,2025-08-13T06:00,4.2,3.7,353.0
City Center,2025-08-13T07:00,5.7,5.3,557.0
City Center,2025-08-13T08:00,6.5,6.2,684.0
City Center,2025-08-13T09:00,6.8,6.5,666.0
City Center,2025-08-13T10:00,6.1,5.8,572.0
City Center,2025-08-13T11:00,5.2,4.6,485.0
City Center,2025-08-13T12:00,5.2,4.0,422.0
City Center,2025-08-13T13:00,5.5,4.6,367.0
City Center,2025-08-13T14:00,6.5,6.0,353.0
City Center,2025-08-13T15:00,6.5,6.1,415.0
City Center,2025-08-13T16:00,7.1,6.8,518.0
City Center,2025-08-13T17:00,8.0,7.9,588.0
City Center,2025-08-13T18:00,7.9,7.7,596.0
City Center,2025-08-13T19:00,7.8,7.6,571.0
City Center,2025-08-13T20:00,7.4,7.2,530.0
City Center,2025-08-13T21:00,6.4,6.2,469.0
City Center,2025-08-13T22:00,5.8,5.6,390.0
City Center,2025-08-13T23:00,5.3,5.1,322.0
City Center,2025-08-14T00:00,4.5,4.3,270.0
City Center,2025-08-14T01:00,3.8,3.7,227.0
City Center,2025-08-14T02:00,3.3,3.1,201.0
City Center,2025-08-14T03:00,2.9,2.7,191.0
City Center,2025-08-14T04:00,2.7,2.5,197.0
City Center,2025-08-14T05:00,3.0,2.9,226.0
City Center,2025-08-14T06:00,3.6,3.4,305.0
City Center,2025-08-14T07:00,4.8,4.5,406.0
City Center,2025-08-14T08:00,4.9,4.7,462.0
City Center,2025-08-14T09:00,4.3,4.2,426.0
City Center,2025-08-14T10:00,3.4,3.4,343.0
City Center,2025-08-14T11:00,2.7,2.6,280.0
City Center,2025-08-14T12:00,2.6,2.4,257.0
City Center,2025-08-14T13:00,3.7,3.5,254.0
City Center,2025-08-14T14:00,4.6,4.1,272.0
City Center,2025-08-14T15:00,4.6,3.6,329.0
City Center,2025-08-14T16:00,5.5,4.2,408.0
City Center,2025-08-14T17:00,6.6,6.2,460.0
City Center,2025-08-14T18:00,7.5,7.3,463.0
City Center,2025-08-14T19:00,8.2,7.9,440.0
City Center,2025-08-14T20:00,7.4,7.0,408.0
City Center,2025-08-14T21:00,7.4,7.0,371.0
City Center,2025-08-14T22:00,6.7,6.3,326.0
City Center,2025-08-14T23:00,5.9,5.5,284.0
City Center,2025-08-15T00:00,4.8,4.4,244.0
City Center,2025-08-15T01:00,3.9,3.6,206.0
City Center,2025-08-15T02:00,3.5,3.1,181.0
City Center,2025-08-15T03:00,3.1,2.7,163.0
City Center,2025-08-15T04:00,2.9,2.6,157.0
City Center,2025-08-15T05:00,2.6,2.5,188.0
City Center,2025-08-15T06:00,2.8,2.7,297.0
City Center,2025-08-15T07:00,4.1,3.8,443.0
City Center,2025-08-15T08:00,4.4,4.1,522.0
City Center,2025-08-15T09:00,4.0,3.6,470.0
City Center,2025-08-15T10:00,4.3,3.4,352.0
City Center,2025-08-15T11:00,4.1,3.3,260.0
City Center,2025-08-15T12:00,5.5,3.5,227.0
City Center,2025-08-15T13:00,7.4,4.4,219.0
City Center,2025-08-15T14:00,8.5,5.8,235.0
City Center,2025-08-15T15:00,8.1,6.0,288.0
City Center,2025-08-15T16:00,6.6,5.5,364.0
City Center,2025-08-15T17:00,8.0,6.5,414.0
City Center,2025-08-15T18:00,6.3,5.9,414.0
City Center,2025-08-15T19:00,6.1,5.5,389.0
City Center,2025-08-15T20:00,5.8,5.1,359.0
City Center,2025-08-15T21:00,5.4,4.9,332.0
City Center,2025-08-15T22:00,5.1,4.6,301.0
City Center,2025-08-15T23:00,4.7,4.1,268.0
City Center,2025-08-16T00:00,3.9,3.3,230.0
City Center,2025-08-16T01:00,4.0,2.9,191.0
City Center,2025-08-16T02:00,5.8,3.3,164.0
City Center,2025-08-16T03:00,6.0,3.4,148.0
City Center,2025-08-16T04:00,5.5,3.2,143.0
City Center,2025-08-16T05:00,3.6,2.3,167.0
City Center,2025-08-16T06:00,2.8,2.2,251.0
City Center,2025-08-16T07:00,4.0,3.3,363.0
City Center,2025-08-16T08:00,5.6,4.6,424.0
City Center,2025-08-16T09:00,6.7,4.0,380.0
City Center,2025-08-16T10:00,9.5,4.9,286.0
City Center,2025-08-16T11:00,10.7,5.5,222.0
City Center,2025-08-16T12:00,11.8,5.7,219.0
City Center,2025-08-16T13:00,11.8,5.6,247.0
City Center,2025-08-16T14:00,12.3,5.3,299.0
City Center,2025-08-16T15:00,13.5,6.7,397.0
City Center,2025-08-16T16:00,11.1,6.3,518.0
City Center,2025-08-16T17:00,14.0,8.9,595.0
City Center,2025-08-16T18:00,12.4,9.3,591.0
City Center,2025-08-16T19:00,10.5,8.6,542.0
City Center,2025-08-16T20:00,9.4,7.7,483.0
City Center,2025-08-16T21:00,7.6,6.6,418.0
City Center,2025-08-16T22:00,6.2,5.6,342.0
City Center,2025-08-16T23:00,5.3,4.9,276.0
City Center,2025-08-17T00:00,4.2,3.9,225.0
City Center,2025-08-17T01:00,3.4,3.1,183.0
City Center,2025-08-17T02:00,3.6,3.0,156.0
City Center,2025-08-17T03:00,4.5,3.3,142.0
City Center,2025-08-17T04:00,5.2,3.7,143.0
City Center,2025-08-17T05:00,3.2,2.7,171.0
City Center,2025-08-17T06:00,3.4,2.7,254.0
City Center,2025-08-17T07:00,4.1,3.7,363.0
City Center,2025-08-17T08:00,4.3,4.1,429.0
City Center,2025-08-17T09:00,4.4,4.1,405.0
City Center,2025-08-17T10:00,3.4,2.9,338.0
City Center,2025-08-17T11:00,3.9,2.8,293.0
