location,timestamp,pm10_ug_m3,pm2_5_ug_m3,carbon_monoxide_ug_m3
Electronic City,2025-08-12T20:00,10.7,9.7,219.0
Electronic City,2025-08-12T21:00,8.9,8.2,210.0
Electronic City,2025-08-12T22:00,7.6,7.1,197.0
Electronic City,2025-08-12T23:00,6.8,6.4,183.0
Electronic City,2025-08-13T00:00,5.3,5.1,169.0
Electronic City,2025-08-13T01:00,4.0,3.8,156.0
Electronic City,2025-08-13T02:00,3.6,3.2,146.0
Electronic City,2025-08-13T03:00,3.6,3.1,139.0
Electronic City,2025-08-13T04:00,3.2,2.8,137.0
Electronic City,2025-08-13T05:00,4.2,3.6,146.0
Electronic City,2025-08-13T06:00,4.2,3.7,179.0
Electronic City,2025-08-13T07:00,5.7,5.3,224.0
Electronic City,2025-08-13T08:00,6.5,6.2,250.0
Electronic City,2025-08-13T09:00,6.8,6.5,241.0
Electronic City,2025-08-13T10:00,6.1,5.8,214.0
Electronic City,2025-08-13T11:00,5.2,4.6,190.0
Electronic City,2025-08-13T12:00,5.2,4.0,176.0
Electronic City,2025-08-13T13:00,5.5,4.6,166.0
Electronic City,2025-08-13T14:00,6.5,6.0,164.0
Electronic City,2025-08-13T15:00,6.5,6.1,174.0
Electronic City,2025-08-13T16:00,7.1,6.8,192.0
Electronic City,2025-08-13T17:00,8.0,7.9,206.0
Electronic City,2025-08-13T18:00,7.9,7.7,209.0
Electronic City,2025-08-13T19:00,7.8,7.6,208.0
Electronic City,2025-08-13T20:00,7.4,7.2,208.0
Electronic City,2025-08-13T21:00,6.4,6.2,213.0
Electronic City,2025-08-13T22:00,5.8,5.6,220.0
Electronic City,2025-08-13T23:00,5.3,5.1,219.0
Electronic City,2025-08-14T00:00,4.5,4.3,205.0
Electronic City,2025-08-14T01:00,3.8,3.7,183.0
Electronic City,2025-08-14T02:00,3.3,3.1,168.0
Electronic City,2025-08-14T03:00,2.9,2.7,164.0
Electronic City,2025-08-14T04:00,2.7,2.5,167.0
Electronic City,2025-08-14T05:00,3.0,2.9,169.0
Electronic City,2025-08-14T06:00,3.6,3.4,171.0
Electronic City,2025-08-14T07:00,4.8,4.5,174.0
Electronic City,2025-08-14T08:00,4.9,4.7,173.0
Electronic City,2025-08-14T09:00,4.3,4.2,166.0
Electronic City,2025-08-14T10:00,3.4,3.4,156.0
Electronic City,2025-08-14T11:00,2.7,2.6,150.0
Electronic City,2025-08-14T12:00,2.6,2.4,151.0
Electronic City,2025-08-14T13:00,3.7,3.5,157.0
Electronic City,2025-08-14T14:00,4.6,4.1,163.0
Electronic City,2025-08-14T15:00,4.6,3.6,170.0
Electronic City,2025-08-14T16:00,5.5,4.2,178.0
Electronic City,2025-08-14T17:00,6.6,6.2,184.0
Electronic City,2025-08-14T18:00,7.5,7.3,186.0
Electronic City,2025-08-14T19:00,8.2,7.9,186.0
Electronic City,2025-08-14T20:00,7.4,7.0,186.0
Electronic City,2025-08-14T21:00,7.4,7.0,190.0
Electronic City,2025-08-14T22:00,6.7,6.3,194.0
Electronic City,2025-08-14T23:00,5.9,5.5,194.0
Electronic City,2025-08-15T00:00,4.8,4.4,186.0
Electronic City,2025-08-15T01:00,3.9,3.6,173.0
Electronic City,2025-08-15T02:00,3.5,3.1,163.0
Electronic City,2025-08-15T03:00,3.1,2.7,158.0
Electronic City,2025-08-15T04:00,2.9,2.6,155.0
Electronic City,2025-08-15T05:00,2.6,2.5,155.0
Electronic City,2025-08-15T06:00,2.8,2.7,159.0
Electronic City,2025-08-15T07:00,4.1,3.8,165.0
Electronic City,2025-08-15T08:00,4.4,4.1,167.0
Electronic City,2025-08-15T09:00,4.0,3.6,159.0
Electronic City,2025-08-15T10:00,4.3,3.4,147.0
Electronic City,2025-08-15T11:00,4.1,3.3,138.0
Electronic City,2025-08-15T12:00,5.5,3.5,136.0
Electronic City,2025-08-15T13:00,7.4,4.4,137.0
Electronic City,2025-08-15T14:00,8.5,5.8,144.0
Electronic City,2025-08-15T15:00,8.1,6.0,160.0
Electronic City,2025-08-15T16:00,6.6,5.5,181.0
Electronic City,2025-08-15T17:00,8.0,6.5,195.0
Electronic City,2025-08-15T18:00,6.3,5.9,196.0
Electronic City,2025-08-15T19:00,6.1,5.5,190.0
Electronic City,2025-08-15T20:00,5.8,5.1,184.0
Electronic City,2025-08-15T21:00,5.4,4.9,181.0
Electronic City,2025-08-15T22:00,5.1,4.6,177.0
Electronic City,2025-08-15T23:00,4.7,4.1,172.0
Electronic City,2025-08-16T00:00,3.9,3.3,162.0
Electronic City,2025-08-16T01:00,4.0,2.9,151.0
Electronic City,2025-08-16T02:00,5.8,3.3,141.0
Electronic City,2025-08-16T03:00,6.0,3.4,133.0
Electronic City,2025-08-16T04:00,5.5,3.2,128.0
Electronic City,2025-08-16T05:00,3.6,2.3,127.0
Electronic City,2025-08-16T06:00,2.8,2.2,136.0
Electronic City,2025-08-16T07:00,4.0,3.3,150.0
Electronic City,2025-08-16T08:00,5.6,4.6,159.0
Electronic City,2025-08-16T09:00,6.7,4.0,157.0
Electronic City,2025-08-16T10:00,9.5,4.9,150.0
Electronic City,2025-08-16T11:00,10.7,5.5,144.0
Electronic City,2025-08-16T12:00,11.8,5.7,139.0
Electronic City,2025-08-16T13:00,11.8,5.6,136.0
Electronic City,2025-08-16T14:00,12.3,5.3,143.0
Electronic City,2025-08-16T15:00,13.5,6.7,172.0
Electronic City,2025-08-16T16:00,11.1,6.3,211.0
Electronic City,2025-08-16T17:00,14.0,8.9,235.0
Electronic City,2025-08-16T18:00,12.4,9.3,230.0
Electronic City,2025-08-16T19:00,10.5,8.6,209.0
Electronic City,2025-08-16T20:00,9.4,7.7,190.0
Electronic City,2025-08-16T21:00,7.6,6.6,178.0
Electronic City,2025-08-16T22:00,6.2,5.6,167.0
Electronic City,2025-08-16T23:00,5.3,4.9,157.0
Electronic City,2025-08-17T00:00,4.2,3.9,146.0
Electronic City,2025-08-17T01:00,3.4,3.1,135.0
Electronic City,2025-08-17T02:00,3.6,3.0,129.0
Electronic City,2025-08-17T03:00,4.5,3.3,130.0
Electronic City,2025-08-17T04:00,5.2,3.7,135.0
Electronic City,2025-08-17T05:00,3.2,2.7,142.0
Electronic City,2025-08-17T06:00,3.4,2.7,152.0
Electronic City,2025-08-17T07:00,4.1,3.7,165.0
Electronic City,2025-08-17T08:00,4.3,4.1,172.0
Electronic City,2025-08-17T09:00,4.4,4.1,169.0
Electronic City,2025-08-17T10:00,3.4,2.9,162.0
Electronic City,2025-08-17T11:00,3.9,2.8,158.0
Electronic City,2025-08-17T12:00,3.8,2.6,160.0
Electronic City,2025-08-17T13:00,5.4,3.4,166.0
Electronic City,2025-08-17T14:00,5.8,3.7,174.0
Electronic City,2025-08-17T15:00,7.5,5.0,188.0
Electronic City,2025-08-17T16:00,8.2,6.6,204.0
Electronic City,2025-08-17T17:00,8.0,6.8,213.0
Electronic City,2025-08-17T18:00,8.1,6.4,210.0
Electronic City,2025-08-17T19:00,6.2,5.6,199.0
Electronic City,2025-08-17T20:00,5.7,5.3,189.0
Electronic City,2025-08-17T21:00,5.4,4.8,181.0
Electronic City,2025-08-17T22:00,4.8,4.4,174.0
Electronic City,2025-08-17T23:00,3.7,3.6,167.0
Electronic City,2025-08-18T00:00,2.8,2.6,161.0
Electronic City,2025-08-18T01:00,2.7,2.3,155.0
Electronic City,2025-08-18T02:00,2.9,2.2,149.0
Electronic City,2025-08-18T03:00,2.9,2.2,140.0
Electronic City,2025-08-18T04:00,2.6,2.1,132.0
Electronic City,2025-08-18T05:00,1.3,1.3,131.0
Electronic City,2025-08-18T06:00,1.7,1.6,146.0
Electronic City,2025-08-18T07:00,3.0,2.8,169.0
Electronic City,2025-08-18T08:00,3.7,3.5,185.0
Electronic City,2025-08-18T09:00,4.8,4.6,188.0
Electronic City,2025-08-18T10:00,4.9,4.6,183.0
Electronic City,2025-08-18T11:00,4.8,3.9,177.0
Electronic City,2025-08-18T12:00,4.1,3.3,168.0
Electronic City,2025-08-18T13:00,3.5,2.9,157.0
Electronic City,2025-08-18T14:00,5.4,3.2,152.0
Electronic City,2025-08-18T15:00,7.1,4.0,158.0
Electronic City,2025-08-18T16:00,9.7,5.6,170.0
Electronic City,2025-08-18T17:00,9.6,7.6,179.0
Electronic City,2025-08-18T18:00,12.5,8.7,181.0
Electronic City,2025-08-18T19:00,13.5,9.4,180.0
Electronic City,2025-08-18T20:00,13.4,9.1,177.0
Electronic City,2025-08-18T21:00,11.1,7.5,172.0
Electronic City,2025-08-18T22:00,10.2,6.7,164.0
Electronic City,2025-08-18T23:00,8.1,5.8,156.0
Electronic City,2025-08-19T00:00,6.0,4.7,146.0
Electronic City,2025-08-19T01:00,5.6,4.7,136.0
Electronic City,2025-08-19T02:00,5.7,4.7,130.0
Electronic City,2025-08-19T03:00,5.6,4.6,130.0
Electronic City,2025-08-19T04:00,5.2,4.2,134.0
Electronic City,2025-08-19T05:00,3.6,3.1,139.0
Electronic City,2025-08-19T06:00,3.6,3.1,145.0
Electronic City,2025-08-19T07:00,4.1,3.7,153.0
Electronic City,2025-08-19T08:00,5.2,4.5,157.0
Electronic City,2025-08-19T09:00,6.9,5.7,155.0
Electronic City,2025-08-19T10:00,8.8,7.2,151.0
Electronic City,2025-08-19T11:00,9.9,8.1,147.0
Electronic City,2025-08-19T12:00,9.3,7.3,145.0
Electronic City,2025-08-19T13:00,8.8,6.7,145.0
Electronic City,2025-08-19T14:00,9.6,6.8,147.0
Electronic City,2025-08-19T15:00,7.2,5.2,153.0
Electronic City,2025-08-19T16:00,6.5,4.8,161.0
Electronic City,2025-08-19T17:00,9.7,7.8,168.0
Electronic City,2025-08-19T18:00,10.4,8.6,173.0
Electronic City,2025-08-19T19:00,11.2,9.2,178.0
Electronic City,2025-08-19T20:00,11.6,9.4,180.0
Electronic City,2025-08-19T21:00,11.1,8.9,180.0
Electronic City,2025-08-19T22:00,10.7,8.5,178.0
Electronic City,2025-08-19T23:00,12.0,8.9,173.0
Electronic City,2025-08-20T00:00,8.2,6.4,163.0
Electronic City,2025-08-20T01:00,7.0,5.4,149.0
Electronic City,2025-08-20T02:00,6.3,4.8,141.0
Electronic City,2025-08-20T03:00,6.6,4.8,141.0
Electronic City,2025-08-20T04:00,7.2,5.2,147.0
Electronic City,2025-08-20T05:00,8.4,5.7,152.0
Electronic City,2025-08-20T06:00,8.2,5.7,157.0
Electronic City,2025-08-20T07:00,9.0,6.0,163.0
Electronic City,2025-08-20T08:00,11.2,7.0,165.0
Electronic City,2025-08-20T09:00,14.9,8.6,162.0
Electronic City,2025-08-20T10:00,15.1,9.2,156.0
Electronic City,2025-08-20T11:00,16.1,9.9,151.0
Electronic City,2025-08-20T12:00,15.7,9.7,146.0
Electronic City,2025-08-20T13:00,12.7,8.1,143.0
Electronic City,2025-08-20T14:00,10.9,7.2,145.0
Electronic City,2025-08-20T15:00,14.1,8.6,158.0
Electronic City,2025-08-20T16:00,11.8,7.5,177.0
Electronic City,2025-08-20T17:00,20.1,12.2,192.0
Electronic City,2025-08-20T18:00,20.1,13.9,200.0
Electronic City,2025-08-20T19:00,21.5,15.3,205.0
Electronic City,2025-08-20T20:00,20.6,15.0,208.0
Electronic City,2025-08-20T21:00,18.6,13.7,211.0
Electronic City,2025-08-20T22:00,17.2,12.8,211.0
Electronic City,2025-08-20T23:00,16.1,12.0,209.0
Electronic City,2025-08-21T00:00,15.1,11.0,201.0
Electronic City,2025-08-21T01:00,14.5,10.4,189.0
Electronic City,2025-08-21T02:00,13.9,9.6,180.0
Electronic City,2025-08-21T03:00,13.9,9.2,175.0
Electronic City,2025-08-21T04:00,14.3,9.2,172.0
Electronic City,2025-08-21T05:00,11.5,8.1,171.0
Electronic City,2025-08-21T06:00,11.0,7.3,172.0
Electronic City,2025-08-21T07:00,10.9,7.0,174.0
Electronic City,2025-08-21T08:00,10.8,7.1,175.0
Electronic City,2025-08-21T09:00,11.1,6.9,172.0
Electronic City,2025-08-21T10:00,11.9,7.1,167.0
Electronic City,2025-08-21T11:00,14.3,7.9,163.0
Electronic City,2025-08-21T12:00,16.2,8.6,159.0
Electronic City,2025-08-21T13:00,15.9,8.5,157.0
Electronic City,2025-08-21T14:00,16.9,9.0,163.0
Electronic City,2025-08-21T15:00,16.8,8.9,179.0
Electronic City,2025-08-21T16:00,17.8,9.2,202.0
Electronic City,2025-08-21T17:00,34.2,16.9,235.0
Electronic City,2025-08-21T18:00,39.7,24.6,292.0
Electronic City,2025-08-21T19:00,41.6,27.9,358.0
Electronic City,2025-08-21T20:00,41.0,28.1,391.0
Electronic City,2025-08-21T21:00,39.1,27.0,361.0
Electronic City,2025-08-21T22:00,36.3,25.3,298.0
Electronic City,2025-08-21T23:00,31.5,22.3,250.0
Electronic City,2025-08-22T00:00,28.1,20.1,238.0
Electronic City,2025-08-22T01:00,24.9,18.0,240.0
Electronic City,2025-08-22T02:00,21.5,15.7,239.0
Electronic City,2025-08-22T03:00,18.9,13.5,226.0
Electronic City,2025-08-22T04:00,18.1,12.9,210.0
Electronic City,2025-08-22T05:00,21.9,17.1,201.0
Electronic City,2025-08-22T06:00,20.5,16.1,210.0
Electronic City,2025-08-22T07:00,20.4,14.8,226.0
Electronic City,2025-08-22T08:00,20.4,13.2,231.0
Electronic City,2025-08-22T09:00,20.1,12.4,209.0
Electronic City,2025-08-22T10:00,20.4,11.2,176.0
Electronic City,2025-08-22T11:00,20.0,11.0,153.0
Electronic City,2025-08-22T12:00,19.7,10.6,150.0
Electronic City,2025-08-22T13:00,19.3,10.3,158.0
Electronic City,2025-08-22T14:00,18.8,10.1,172.0
Electronic City,2025-08-22T15:00,18.6,10.0,186.0
Electronic City,2025-08-22T16:00,19.8,10.4,206.0
Electronic City,2025-08-22T17:00,19.7,14.1,247.0
Electronic City,2025-08-22T18:00,23.2,18.2,340.0
Electronic City,2025-08-22T19:00,28.8,22.9,454.0
Electronic City,2025-08-22T20:00,36.1,28.8,510.0
Electronic City,2025-08-22T21:00,40.2,32.5,453.0
Electronic City,2025-08-22T22:00,34.2,27.3,338.0
Electronic City,2025-08-22T23:00,32.1,25.3,251.0
Electronic City,2025-08-23T00:00,32.2,24.5,232.0
Electronic City,2025-08-23T01:00,29.1,21.4,241.0
Electronic City,2025-08-23T02:00,24.9,18.4,246.0
Electronic City,2025-08-23T03:00,23.2,17.5,233.0
Electronic City,2025-08-23T04:00,22.4,17.3,215.0
Electronic City,2025-08-23T05:00,22.9,15.8,204.0
Electronic City,2025-08-23T06:00,21.9,15.8,208.0
Electronic City,2025-08-23T07:00,22.0,14.8,219.0
Electronic City,2025-08-23T08:00,23.5,15.6,222.0
Electronic City,2025-08-23T09:00,26.1,15.3,208.0
Electronic City,2025-08-23T10:00,26.2,14.6,187.0
Electronic City,2025-08-23T11:00,25.7,13.7,170.0
Electronic City,2025-08-23T12:00,24.9,12.7,161.0
Electronic City,2025-08-23T13:00,24.0,11.9,157.0
Electronic City,2025-08-23T14:00,24.0,11.9,161.0
Electronic City,2025-08-23T15:00,24.4,12.3,176.0
Electronic City,2025-08-23T16:00,21.8,11.5,199.0
Electronic City,2025-08-23T17:00,20.0,11.8,221.0
Electronic City,2025-08-23T18:00,23.6,16.6,243.0
Electronic City,2025-08-23T19:00,26.0,19.7,263.0
Electronic City,2025-08-23T20:00,29.3,21.5,270.0
Electronic City,2025-08-23T21:00,23.5,17.8,254.0
Electronic City,2025-08-23T22:00,20.5,16.4,225.0
Electronic City,2025-08-23T23:00,17.8,14.8,200.0
Electronic City,2025-08-24T00:00,15.5,13.2,184.0
Electronic City,2025-08-24T01:00,13.2,11.3,171.0
Electronic City,2025-08-24T02:00,11.7,9.9,163.0
Electronic City,2025-08-24T03:00,11.0,9.1,160.0
Electronic City,2025-08-24T04:00,11.7,9.7,162.0
Electronic City,2025-08-24T05:00,11.4,9.3,164.0
Electronic City,2025-08-24T06:00,12.2,9.7,168.0
Electronic City,2025-08-24T07:00,13.2,8.8,173.0
Electronic City,2025-08-24T08:00,16.0,9.2,175.0
Electronic City,2025-08-24T09:00,18.7,9.5,170.0
Electronic City,2025-08-24T10:00,19.1,9.3,162.0
Electronic City,2025-08-24T11:00,19.6,9.0,156.0
Electronic City,2025-08-24T12:00,19.8,9.0,153.0
Electronic City,2025-08-24T13:00,21.8,10.2,152.0
Electronic City,2025-08-24T14:00,17.8,8.6,163.0
Electronic City,2025-08-24T15:00,17.2,8.6,192.0
Electronic City,2025-08-24T16:00,16.9,8.4,232.0
Electronic City,2025-08-24T17:00,18.0,9.7,275.0
Electronic City,2025-08-24T18:00,19.9,13.3,332.0
Electronic City,2025-08-24T19:00,24.9,18.8,391.0
Electronic City,2025-08-24T20:00,27.4,21.5,414.0
Electronic City,2025-08-24T21:00,26.6,21.6,369.0
Electronic City,2025-08-24T22:00,23.7,19.7,286.0
Electronic City,2025-08-24T23:00,19.4,16.3,220.0
Electronic City,2025-08-25T00:00,15.8,13.4,191.0
Electronic City,2025-08-25T01:00,13.8,11.6,178.0
Electronic City,2025-08-25T02:00,12.7,10.5,172.0
Electronic City,2025-08-25T03:00,12.2,10.0,171.0
Electronic City,2025-08-25T04:00,12.3,9.9,175.0
Electronic City,2025-08-25T05:00,13.8,12.4,181.0
Electronic City,2025-08-25T06:00,18.9,17.6,187.0
Electronic City,2025-08-25T07:00,22.0,20.7,194.0
Electronic City,2025-08-25T08:00,16.5,15.4,196.0
Electronic City,2025-08-25T09:00,14.1,13.0,189.0
Electronic City,2025-08-25T10:00,12.3,11.1,178.0
Electronic City,2025-08-25T11:00,11.2,10.1,172.0
Electronic City,2025-08-25T12:00,10.4,9.3,172.0
Electronic City,2025-08-25T13:00,9.5,8.3,177.0
Electronic City,2025-08-25T14:00,8.9,7.7,190.0
Electronic City,2025-08-25T15:00,8.5,7.4,194.0
Electronic City,2025-08-25T16:00,8.3,7.2,205.0
Electronic City,2025-08-25T17:00,13.0,11.7,276.0
Electronic City,2025-08-25T18:00,18.8,17.6,485.0
Electronic City,2025-08-25T19:00,26.8,25.5,754.0
Electronic City,2025-08-25T20:00,29.2,27.6,903.0
Electronic City,2025-08-25T21:00,29.9,28.3,825.0
Electronic City,2025-08-25T22:00,29.6,28.1,627.0
Electronic City,2025-08-25T23:00,25.8,24.4,454.0
Electronic City,2025-08-26T00:00,20.0,18.7,354.0
Electronic City,2025-08-26T01:00,16.7,15.5,277.0
Electronic City,2025-08-26T02:00,14.6,13.5,222.0
Electronic City,2025-08-26T03:00,13.3,12.1,192.0
Electronic City,2025-08-26T04:00,12.8,11.6,182.0
Electronic City,2025-08-26T05:00,12.1,11.1,178.0
Electronic City,2025-08-26T06:00,13.4,12.5,177.0
Electronic City,2025-08-26T07:00,13.6,13.0,182.0
Electronic City,2025-08-26T08:00,12.2,11.4,184.0
Electronic City,2025-08-26T09:00,11.0,10.1,178.0
Electronic City,2025-08-26T10:00,9.9,8.6,168.0
Electronic City,2025-08-26T11:00,9.0,7.4,160.0
Electronic City,2025-08-26T12:00,8.1,6.8,155.0
Electronic City,2025-08-26T13:00,7.3,6.3,152.0
Electronic City,2025-08-26T14:00,6.8,5.8,154.0
Electronic City,2025-08-26T15:00,6.2,5.0,163.0
Electronic City,2025-08-26T16:00,6.2,5.0,177.0
Electronic City,2025-08-26T17:00,6.5,5.3,194.0
Electronic City,2025-08-26T18:00,8.6,7.3,222.0
Electronic City,2025-08-26T19:00,8.4,7.2,254.0
Electronic City,2025-08-26T20:00,8.8,7.7,267.0
Electronic City,2025-08-26T21:00,7.0,6.6,245.0
Electronic City,2025-08-26T22:00,5.8,5.5,205.0
Electronic City,2025-08-26T23:00,4.8,4.7,174.0
Electronic City,2025-08-27T00:00,4.5,4.1,164.0
Electronic City,2025-08-27T01:00,3.7,3.4,164.0
Electronic City,2025-08-27T02:00,3.3,3.0,164.0
Electronic City,2025-08-27T03:00,2.9,2.6,161.0
Electronic City,2025-08-27T04:00,2.7,2.5,159.0
Electronic City,2025-08-27T05:00,2.7,2.5,161.0
Electronic City,2025-08-27T06:00,3.3,3.1,172.0
Electronic City,2025-08-27T07:00,4.7,4.5,187.0
Electronic City,2025-08-27T08:00,3.5,3.4,194.0
Electronic City,2025-08-27T09:00,3.5,3.5,186.0
Electronic City,2025-08-27T10:00,3.2,3.2,170.0
Electronic City,2025-08-27T11:00,2.9,2.8,159.0
Electronic City,2025-08-27T12:00,2.7,2.6,156.0
Electronic City,2025-08-27T13:00,2.9,2.7,156.0
Electronic City,2025-08-27T14:00,3.0,2.8,163.0
Electronic City,2025-08-27T15:00,3.2,3.0,179.0
Electronic City,2025-08-27T16:00,3.5,3.3,202.0
Electronic City,2025-08-27T17:00,4.7,4.6,218.0
Electronic City,2025-08-27T18:00,6.0,5.8,224.0
Electronic City,2025-08-27T19:00,6.4,6.2,225.0
Electronic City,2025-08-27T20:00,6.0,5.8,222.0
Electronic City,2025-08-27T21:00,5.4,5.3,217.0
Electronic City,2025-08-27T22:00,4.8,4.7,208.0
Electronic City,2025-08-27T23:00,3.9,3.8,199.0
Electronic City,2025-08-28T00:00,3.0,2.9,188.0
Electronic City,2025-08-28T01:00,2.4,2.4,176.0
Electronic City,2025-08-28T02:00,2.1,2.0,167.0
Electronic City,2025-08-28T03:00,1.9,1.8,163.0
Electronic City,2025-08-28T04:00,1.8,1.8,161.0
Electronic City,2025-08-28T05:00,2.0,1.9,160.0
Electronic City,2025-08-28T06:00,2.8,2.7,160.0
Electronic City,2025-08-28T07:00,4.3,4.2,162.0
Electronic City,2025-08-28T08:00,4.1,3.9,161.0
Electronic City,2025-08-28T09:00,3.6,3.2,156.0
Electronic City,2025-08-28T10:00,3.9,3.2,149.0
Electronic City,2025-08-28T11:00,3.7,2.9,144.0
Electronic City,2025-08-28T12:00,3.7,2.8,141.0
Electronic City,2025-08-28T13:00,4.2,2.9,139.0
Electronic City,2025-08-28T14:00,3.8,2.6,143.0
Electronic City,2025-08-28T15:00,4.0,3.2,158.0
Electronic City,2025-08-28T16:00,4.9,4.5,178.0
Electronic City,2025-08-28T17:00,6.1,5.8,195.0
Electronic City,2025-08-28T18:00,6.4,6.2,206.0
Electronic City,2025-08-28T19:00,6.2,5.8,213.0
Electronic City,2025-08-28T20:00,6.4,6.0,214.0
Electronic City,2025-08-28T21:00,6.5,6.1,204.0
Electronic City,2025-08-28T22:00,6.4,6.0,187.0
Electronic City,2025-08-28T23:00,5.5,5.2,175.0
Electronic City,2025-08-29T00:00,4.5,4.2,175.0
Electronic City,2025-08-29T01:00,3.6,3.3,180.0
Electronic City,2025-08-29T02:00,3.0,2.8,182.0
Electronic City,2025-08-29T03:00,2.6,2.4,177.0
Electronic City,2025-08-29T04:00,2.3,2.2,169.0
Electronic City,2025-08-29T05:00,2.4,2.3,165.0
Electronic City,2025-08-29T06:00,3.1,3.1,171.0
Electronic City,2025-08-29T07:00,3.6,3.4,182.0
Electronic City,2025-08-29T08:00,4.2,3.8,187.0
Electronic City,2025-08-29T09:00,4.4,3.8,179.0
Electronic City,2025-08-29T10:00,5.8,3.7,165.0
Electronic City,2025-08-29T11:00,6.7,3.9,154.0
Electronic City,2025-08-29T12:00,6.6,3.9,149.0
Electronic City,2025-08-29T13:00,6.9,3.9,147.0
Electronic City,2025-08-29T14:00,7.7,4.0,151.0
Electronic City,2025-08-29T15:00,9.6,4.6,162.0
Electronic City,2025-08-29T16:00,10.9,6.4,179.0
Electronic City,2025-08-29T17:00,12.3,7.6,199.0
Electronic City,2025-08-29T18:00,14.1,9.9,225.0
Electronic City,2025-08-29T19:00,13.7,10.7,254.0
Electronic City,2025-08-29T20:00,11.7,9.8,272.0
Electronic City,2025-08-29T21:00,9.3,8.2,271.0
Electronic City,2025-08-29T22:00,8.7,7.6,259.0
Electronic City,2025-08-29T23:00,8.4,7.0,243.0
Electronic City,2025-08-30T00:00,7.7,5.9,225.0
Electronic City,2025-08-30T01:00,6.9,5.1,203.0
Electronic City,2025-08-30T02:00,5.8,4.3,186.0
Electronic City,2025-08-30T03:00,5.0,3.9,175.0
Electronic City,2025-08-30T04:00,4.4,3.4,168.0
Electronic City,2025-08-30T05:00,4.1,3.2,166.0
Electronic City,2025-08-30T06:00,4.4,3.6,165.0
Electronic City,2025-08-30T07:00,4.1,3.4,165.0
Electronic City,2025-08-30T08:00,4.6,3.9,199.0
Electronic City,2025-08-30T09:00,4.9,3.5,196.0
Electronic City,2025-08-30T10:00,7.3,4.4,185.0
Electronic City,2025-08-30T11:00,11.6,6.2,176.0
Electronic City,2025-08-30T12:00,13.8,6.6,171.0
Electronic City,2025-08-30T13:00,15.2,7.0,167.0
Electronic City,2025-08-30T14:00,16.6,7.6,170.0
Electronic City,2025-08-30T15:00,16.6,7.7,181.0
Electronic City,2025-08-30T16:00,16.2,7.6,199.0
Electronic City,2025-08-30T17:00,13.9,7.8,219.0
Electronic City,2025-08-30T18:00,14.0,9.5,246.0
Electronic City,2025-08-30T19:00,14.3,10.7,276.0
Electronic City,2025-08-30T20:00,13.2,10.2,291.0
Electronic City,2025-08-30T21:00,12.6,9.7,282.0
Electronic City,2025-08-30T22:00,11.5,9.1,258.0
Electronic City,2025-08-30T23:00,10.3,8.2,233.0
Jayanagar,2025-07-27T00:00,4.7,3.1,167.0
Jayanagar,2025-07-27T01:00,4.5,2.9,141.0
Jayanagar,2025-07-27T02:00,4.7,2.8,123.0
Jayanagar,2025-07-27T03:00,6.5,3.2,112.0
Jayanagar,2025-07-27T04:00,10.9,4.9,109.0
Jayanagar,2025-07-27T05:00,3.7,2.4,132.0
Jayanagar,2025-07-27T06:00,4.4,2.8,210.0
Jayanagar,2025-07-27T07:00,4.6,3.4,313.0
Jayanagar,2025-07-27T08:00,6.3,4.8,369.0
Jayanagar,2025-07-27T09:00,9.2,5.6,329.0
Jayanagar,2025-07-27T10:00,12.5,7.0,241.0
Jayanagar,2025-07-27T11:00,13.3,7.3,175.0
Jayanagar,2025-07-27T12:00,16.8,8.2,158.0
Jayanagar,2025-07-27T13:00,18.0,8.4,164.0
Jayanagar,2025-07-27T14:00,15.8,8.1,183.0
Jayanagar,2025-07-27T15:00,14.3,7.1,225.0
Jayanagar,2025-07-27T16:00,12.0,6.4,280.0
Jayanagar,2025-07-27T17:00,14.7,8.1,316.0
Jayanagar,2025-07-27T18:00,15.2,9.6,316.0
Jayanagar,2025-07-27T19:00,16.2,10.5,297.0
Jayanagar,2025-07-27T20:00,15.6,10.4,274.0
Jayanagar,2025-07-27T21:00,14.5,9.9,252.0
Jayanagar,2025-07-27T22:00,13.7,9.5,226.0
Jayanagar,2025-07-27T23:00,12.3,8.6,200.0
Jayanagar,2025-07-28T00:00,9.7,6.8,172.0
Jayanagar,2025-07-28T01:00,8.3,5.7,143.0
Jayanagar,2025-07-28T02:00,8.5,5.5,123.0
Jayanagar,2025-07-28T03:00,9.2,5.7,113.0
Jayanagar,2025-07-28T04:00,9.7,6.0,112.0
Jayanagar,2025-07-28T05:00,8.1,5.4,126.0
Jayanagar,2025-07-28T06:00,9.4,5.7,169.0
Jayanagar,2025-07-28T07:00,8.2,5.6,227.0
Jayanagar,2025-07-28T08:00,6.7,5.0,262.0
Jayanagar,2025-07-28T09:00,5.2,3.8,252.0
Jayanagar,2025-07-28T10:00,7.4,4.3,219.0
Jayanagar,2025-07-28T11:00,9.5,4.9,195.0
Jayanagar,2025-07-28T12:00,11.0,5.2,188.0
Jayanagar,2025-07-28T13:00,12.4,5.7,190.0
Jayanagar,2025-07-28T14:00,14.2,6.0,205.0
Jayanagar,2025-07-28T15:00,14.1,6.2,245.0
Jayanagar,2025-07-28T16:00,15.3,6.4,298.0
Jayanagar,2025-07-28T17:00,23.7,9.8,331.0
Jayanagar,2025-07-28T18:00,22.3,11.1,326.0
